ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
404,تصميم وتطوير تطبيق هاتف مع ميزات ذكاء اصطناعي مبتكرة من الفكرة إلى المتجر,Web Development,تطوير الويب,2025-04-22,"2,000.00 ",60.0,3,"JavaFX, إنشاء موقع إلكتروني, برمجة, HTML, جافا سكريبت, برمجة قواعد البيانات, C++ Programming","JavaFX, create web , programing, HTML, java script, programing data base, C++ Programming",https://mostaql.com/project/1075276-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%87%D8%A7%D8%AA%D9%81-%D9%85%D8%B9-%D9%85%D9%8A%D8%B2%D8%A7%D8%AA-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%85%D8%A8%D8%AA%D9%83%D8%B1%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D9%83%D8%B1%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AA%D8%AC%D8%B1
405,مصمم وورد بريس محترف,Web Development,تطوير الويب,2025-04-22,40.00 ,1.0,19,"ووردبريس, تصميم مواقع, إنشاء موقع ووردبريس, برمجة مواقع, تطوير الويب, خدمات الويب","wordpress, design web, create web wordpress, programing web, devweb,  web",https://mostaql.com/project/1075392-%D9%85%D8%B5%D9%85%D9%85-%D9%88%D9%88%D8%B1%D8%AF-%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D8%AD%D8%AA%D8%B1%D9%81
406,محلل نظم أو متخصص UX لتخطيط لوحة تحكم إدارية ومراجعة واجهة عامة,Mobile Development,تطوير التطبيقات,2025-04-22,300.00 ,24.0,13,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  application, design  application mobile, design UI UX, design UI, design UX",https://mostaql.com/project/1075386-%D9%85%D8%AD%D9%84%D9%84-%D9%86%D8%B8%D9%85-%D8%A3%D9%88-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-ux-%D9%84%D8%AA%D8%AE%D8%B7%D9%8A%D8%B7-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%B9%D8%A7%D9%85%D8%A9
407,تطبيق عروض وحجوزات المتاجر والخدمات المحلية,Web Development,تطوير الويب,2025-04-22,"2,000.00 ",120.0,22,"لارافيل, MySQL, PHP, flutter, Back End, Front End, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","laravel, MySQL, PHP, flutter, Back End, Front End, programing iOS, programing  apps , programing android",https://mostaql.com/project/1074742-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B9%D8%B1%D9%88%D8%B6-%D9%88%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%A7%D8%AC%D8%B1-%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9
408,عمل برنامج أو إضافة لمتصفح جوجل كروم,Web Development,تطوير الويب,2025-04-22,150.00 ,30.0,3,"برمجة التطبيقات, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, هندسة البرمجيات, flutter","programing  apps , programing,  application development , programing data base, programing web,programming engineer, flutter",https://mostaql.com/project/1075347-%D8%B9%D9%85%D9%84-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A3%D9%88-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%84%D9%85%D8%AA%D8%B5%D9%81%D8%AD-%D8%AC%D9%88%D8%AC%D9%84-%D9%83%D8%B1%D9%88%D9%85
409,مطور لإضافة مهمة Alkher app,Software Engineering,هندسة البرمجيات,2025-04-22,42.50 ,1.0,4,"Back End, ASP.NET, هندسة البرمجيات, برمجة, تطوير البرمجيات, flutter","Back End, ASP.NET,programming engineer, programing,  application development , flutter",https://mostaql.com/project/1073999-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%85%D9%87%D9%85%D8%A9-alkher-app
410,عالم بيانات لعمل نموذج لغوي,Data Science,علم البيانات,2025-04-22,200.00 ,5.0,10,"معالجة البيانات, التعلم الآلي, برمجة, تطوير البرمجيات, هندسة البرمجيات",",  , programing,  application development ,programming engineer",https://mostaql.com/project/1075513-%D8%B9%D8%A7%D9%84%D9%85-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%84%D8%B9%D9%85%D9%84-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D9%84%D8%BA%D9%88%D9%8A
411,دمج بوت واتساب مع دعم تعدد المستأجرين (Multi-Tenant),Software Engineering,هندسة البرمجيات,2025-04-22,825.00 ,30.0,4,"ASP.NET Core, الذكاء الاصطناعي, برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة التطبيقات, تطوير التطبيقات","ASP.NET Core, AI, programing,programming engineer,  application development , programing  apps , dev apps",https://mostaql.com/project/1075260-%D8%AF%D9%85%D8%AC-%D8%A8%D9%88%D8%AA-%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-%D9%85%D8%B9-%D8%AF%D8%B9%D9%85-%D8%AA%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%A3%D8%AC%D8%B1%D9%8A%D9%86-multi-tenant
412,تطوير واجهة مستخدم تفاعلية,Web Development,تطوير الويب,2025-04-22,45.00 ,22.0,29,"تطوير البرمجيات, استكشاف الأخطاء وإصلاحها, برمجة مواقع, بايثون, PHP, HTML, CSS, جافا سكريبت","application development ,   , programing web, python, PHP, HTML, CSS, java script",https://mostaql.com/project/1075379-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9
413,"مستقل خبير واجهة مستخدم , css , html",Web Development,تطوير الويب,2025-04-22,36.00 ,7.0,62,"تصميم واجهة المستخدم, تصميم UI UX, CSS, تصميم موقع إلكتروني","design UI, design UI UX, CSS, design web",https://mostaql.com/project/1075317-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-css-html
414,مبرمج لتطوير تطبيق موبايل ولوحة تحكم مرتبطة بنظام الفوترة الأردني JoFotara,Web Development,تطوير الويب,2025-04-22,"1,900.00 ",20.0,13,"تصميم تطبيقات, برمجة أندرويد, برمجة iOS, flutter, Back End","design  application, programing android , programing iOS, flutter, Back End",https://mostaql.com/project/1075501-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%88%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D9%85%D8%B1%D8%AA%D8%A8%D8%B7%D8%A9-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%81%D9%88%D8%AA%D8%B1%D8%A9-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A-jofotara
415,طباعة فواتير باستخدام Flutter,Mobile Development,تطوير التطبيقات,2025-04-22,150.00 ,4.0,9,"flutter, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, هندسة البرمجيات","flutter, programing,  application development , programing data base, programing web,programming engineer",https://mostaql.com/project/1075306-%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D9%81%D9%88%D8%A7%D8%AA%D9%8A%D8%B1-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-flutter
416,برنامج مبيعات تجزئة بثلاث لغات بالإضافة لنظام TSE الألماني (اأوف لاين) فقط,Software Engineering,هندسة البرمجيات,2025-04-22,"1,190.00 ",30.0,5,"برمجة, برمجة التطبيقات, تطوير التطبيقات, برمجة تطبيقات سطح المكتب, فيجوال بيسك للتطبيقات, تطوير البرمجيات, هندسة البرمجيات","programing, programing  apps , dev apps , programing  application  ,    application,  application development ,programming engineer",https://mostaql.com/project/1075270-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA-%D8%AA%D8%AC%D8%B2%D8%A6%D8%A9-%D8%A8%D8%AB%D9%84%D8%A7%D8%AB-%D9%84%D8%BA%D8%A7%D8%AA-%D8%A8%D8%A7%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%84%D9%86%D8%B8%D8%A7%D9%85-tse-%D8%A7%D9%84%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A-%D8%A7%D8%A3%D9%88%D9%81-%D9%84%D8%A7%D9%8A%D9%86-%D9%81%D9%82%D8%B7
417,برمجة بوت تنبيهات تيليجرام لتطبيق سهل سيل,Web Development,تطوير الويب,2025-04-22,100.00 ,3.0,10,"برمجة التطبيقات, برمجة, تطوير البرمجيات, بايثون, node.js","programing  apps , programing,  application development , python, node.js",https://mostaql.com/project/1075514-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D9%88%D8%AA-%D8%AA%D9%86%D8%A8%D9%8A%D9%87%D8%A7%D8%AA-%D8%AA%D9%8A%D9%84%D9%8A%D8%AC%D8%B1%D8%A7%D9%85-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B3%D9%87%D9%84-%D8%B3%D9%8A%D9%84
418,تصميم وبرمجة موقع متجر إلكتروني شبيه بمنصة سلة و زد,Web Development,تطوير الويب,2025-04-22,"2,500.00 ",90.0,9,"تصميم متجر إلكتروني, إدارة قواعد البيانات, برمجة التطبيقات","design  online market,  data base, programing  apps",https://mostaql.com/project/1075293-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B4%D8%A8%D9%8A%D9%87-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D9%88-%D8%B2%D8%AF
419,تصميم كشك وستاند,Software Engineering,هندسة البرمجيات,2025-04-22,142.00 ,30.0,7,"إظهار معماري, تصميم مخططات معمارية, البناء المعماري, الفكرة التصميمية",", design  ,  ,  design",https://mostaql.com/project/1071786-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%83%D8%B4%D9%83-%D9%88%D8%B3%D8%AA%D8%A7%D9%86%D8%AF
420,تصميم موقع خاص,Web Development,تطوير الويب,2025-04-22,180.00 ,2.0,9,"إنشاء موقع ووردبريس, تصميم موقع إلكتروني, برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب, تصميم مواقع","create web wordpress, design web , programing,programming engineer,  application development , programing web, create web , devweb, design web",https://mostaql.com/project/1075285-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%AE%D8%A7%D8%B5
421,إنشاء واجهة أمامية بسيطة للتفاعل مع العقود الذكية,Artificial Intelligence / Machine Learning,الذكاء الاصطناعي / تعلم الآلة,2025-04-22,25.00 ,20.0,5,"برمجة التطبيقات, تطوير البرمجيات, تطوير التطبيقات, برمجة قواعد البيانات, واجهة برمجة التطبيقات, هندسة البرمجيات, C# Programming","programing  apps ,  application development , dev apps , programing data base,  programing  apps ,programming engineer, C# Programming",https://mostaql.com/project/1075535-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A3%D9%85%D8%A7%D9%85%D9%8A%D8%A9-%D8%A8%D8%B3%D9%8A%D8%B7%D8%A9-%D9%84%D9%84%D8%AA%D9%81%D8%A7%D8%B9%D9%84-%D9%85%D8%B9-%D8%A7%D9%84%D8%B9%D9%82%D9%88%D8%AF-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9
422,برمجة TCP Chat Client and Server باستخدام Java,Mobile Development,تطوير التطبيقات,2025-04-22,40.00 ,3.0,12,"برمجة التطبيقات, هندسة البرمجيات, تطوير البرمجيات, برمجة, Socket IO, جافا, واجهة برمجة التطبيقات","programing  apps ,programming engineer,  application development , programing, Socket IO, java,  programing  apps",https://mostaql.com/project/1075577-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-tcp-chat-client-and-server-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-java
423,عمل تطبيق صيانه منزلية,Mobile Development,تطوير التطبيقات,2025-04-22,800.00 ,15.0,25,"تصميم واجهة المستخدم, تصميم UI UX, تصميم تجربة المستخدم, التصميم الإبداعي, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, adobe xd","design UI, design UI UX, design UX, design , design  application, design  application mobile, adobe xd",https://mostaql.com/project/1075292-%D8%B9%D9%85%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B5%D9%8A%D8%A7%D9%86%D9%87-%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9
424,إنشاء موقع إلكتروني يشمل السيو,Web Development,تطوير الويب,2025-04-22,100.00 ,5.0,10,"تصميم جرافيك, اللغة الإنجليزية, التصميم الإبداعي, CSS, ووردبريس, تصميم موقع إلكتروني, تحسين محركات البحث, تدقيق SEO","design ,  , design , CSS, wordpress, design web ,   ,  SEO",https://mostaql.com/project/1075335-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%8A%D8%B4%D9%85%D9%84-%D8%A7%D9%84%D8%B3%D9%8A%D9%88
425,تصميم موقع لإدخال نتائج إختبارات وطباعة شهادات,Web Development,تطوير الويب,2025-04-22,360.00 ,30.0,34,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت","design web , programing web,   web, python, PHP, CSS, java script",https://mostaql.com/project/1075401-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D8%A5%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D8%B4%D9%87%D8%A7%D8%AF%D8%A7%D8%AA
426,ربط منصة trading view بالإكسيل,Data Science,علم البيانات,2025-04-22,45.00 ,2.0,4,"برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, مايكروسوفت إكسل, تطوير التطبيقات, برمجة التطبيقات","programing,  application development ,programming engineer, programing web, create web ,  Excel, dev apps , programing  apps",https://mostaql.com/project/1075247-%D8%B1%D8%A8%D8%B7-%D9%85%D9%86%D8%B5%D8%A9-trading-view-%D8%A8%D8%A7%D9%84%D8%A5%D9%83%D8%B3%D9%8A%D9%84
427,نظام نقاط بيع متطور,Mobile Development,تطوير التطبيقات,2025-04-21,"2,275.00 ",30.0,14,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, التصميم الإبداعي, تصميم مواقع, تصميم موقع إلكتروني, برمجة, تطوير البرمجيات, هندسة البرمجيات","design UX, design UI, design , design web, design web , programing,  application development ,programming engineer",https://mostaql.com/project/1075040-%D9%86%D8%B8%D8%A7%D9%85-%D9%86%D9%82%D8%A7%D8%B7-%D8%A8%D9%8A%D8%B9-%D9%85%D8%AA%D8%B7%D9%88%D8%B1
428,مشروع تتبع للقراءات في مصنع,Software Engineering,هندسة البرمجيات,2025-04-21,175.00 ,15.0,8,"الهندسة الميكانيكية, آردوينو, بايثون, الذكاء الاصطناعي, برمجة, تطوير التطبيقات, تطوير البرمجيات, هندسة البرمجيات","engineering , , python, AI, programing, dev apps ,  application development ,programming engineer",https://mostaql.com/project/1075053-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%AA%D8%A8%D8%B9-%D9%84%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%85%D8%B5%D9%86%D8%B9
429,استشارة في برنامج zoho و zoho creator,Software Engineering,هندسة البرمجيات,2025-04-21,300.00 ,1.0,2,"برمجة, برمجة التطبيقات, برمجة iOS, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, Zoho","programing, programing  apps , programing iOS,programming engineer,  application development , programing web, Zoho",https://mostaql.com/project/1075035-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-zoho-%D9%88-zoho-creator
430,موقع شات كتابي يمكن التحكم به وبالأعضاء المستخدمين,Software Engineering,هندسة البرمجيات,2025-04-22,47.00 ,1.0,3,"إنشاء موقع إلكتروني, تصميم ملصقات المنتجات, برمجة, تطوير الويب, برمجة مواقع, هندسة البرمجيات, تطوير البرمجيات","create web , design  , programing, devweb, programing web,programming engineer,  application development",https://mostaql.com/project/1075217-%D9%85%D9%88%D9%82%D8%B9-%D8%B4%D8%A7%D8%AA-%D9%83%D8%AA%D8%A7%D8%A8%D9%8A-%D9%8A%D9%85%D9%83%D9%86-%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%85-%D8%A8%D9%87-%D9%88%D8%A8%D8%A7%D9%84%D8%A3%D8%B9%D8%B6%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85%D9%8A%D9%86
431,مبرمج لبرنامج أودو للعمل عن بعد,Software Engineering,هندسة البرمجيات,2025-04-21,625.00 ,90.0,4,"برمجة, برمجة مواقع, تطوير البرمجيات, هندسة البرمجيات, إنشاء موقع إلكتروني, تطوير الويب, إدارة المواقع, تصميم موقع إلكتروني, أودو","programing, programing web,  application development ,programming engineer, create web , devweb,  management web, design web ,  odoo",https://mostaql.com/project/1074967-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A3%D9%88%D8%AF%D9%88-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%86-%D8%A8%D8%B9%D8%AF
432,مطور فرونت إند (Angular + Tailwind CSS) لموقع ثابت,Web Development,تطوير الويب,2025-04-21,700.00 ,21.0,30,"أنجولار, Angular.js, Tailwind CSS, CSS, برمجة, هندسة البرمجيات, تطوير البرمجيات, تصميم موقع إلكتروني, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب, إنشاء موقع ووردبريس",", Angular.js, Tailwind CSS, CSS, programing,programming engineer,  application development , design web , programing web, create web , devweb, create web wordpress",https://mostaql.com/project/1075090-%D9%85%D8%B7%D9%88%D8%B1-%D9%81%D8%B1%D9%88%D9%86%D8%AA-%D8%A5%D9%86%D8%AF-angular-tailwind-css-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%AB%D8%A7%D8%A8%D8%AA
433,تصميم أولي لبرنامج GRC,Web Development,تطوير الويب,2025-04-22,30.00 ,15.0,9,"برمجة, برمجة مواقع, إنشاء موقع إلكتروني, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت, HTML, تصميم UI UX","programing, programing web, create web ,   web, python, PHP, CSS, java script, HTML, design UI UX",https://mostaql.com/project/1075140-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A3%D9%88%D9%84%D9%8A-%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-grc
434,إنشاء نظام مؤتمت لإدارة شقق الإيجار باستخدام Google Sheets وGoogle Drive وWATI وKognitos وMake,Data Science,علم البيانات,2025-04-22,600.00 ,14.0,2,"الذكاء الاصطناعي, برمجة, الروبوتات, تطوير البرمجيات","AI, programing, ,  application development",https://mostaql.com/project/1075114-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%A4%D8%AA%D9%85%D8%AA-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-google-sheets-%D9%88google-drive-%D9%88wati-%D9%88kognitos-%D9%88make
435,تطوير موقع أكاديمية أونلاين لتعليم القرآن واللغة العربية - مشروع نُطق,Web Development,تطوير الويب,2025-04-21,"1,487.50 ",30.0,22,"برمجة, تصميم موقع إلكتروني, إنشاء موقع إلكتروني, برمجة مواقع, تطوير الويب, هندسة البرمجيات, تطوير البرمجيات","programing, design web , create web , programing web, devweb,programming engineer,  application development",https://mostaql.com/project/1075060-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A%D8%A9-%D8%A3%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86-%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D9%88%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%86%D8%B7%D9%82
